OTU_id,Domain,Phylum,Class,Order,Family,Genus,Species
Bact_OTU_383222,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Aggregatibacter, s__
Bact_OTU_383269,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__Iamiaceae, g__Iamia, s__
Bact_OTU_3833,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
Bact_OTU_383300,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
Bact_OTU_383396,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__
Bact_OTU_383409,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_383491,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__mb2424, g__, s__
Bact_OTU_383512,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__Herpetosiphonales, f__, g__, s__
Bact_OTU_38352,k__Bacteria, p__Firmicutes, c__Clostridia, o__Halanaerobiales, f__Halanaerobiaceae, g__, s__
Bact_OTU_383529,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SC-I-84, f__, g__, s__
Bact_OTU_383665,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_38373,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__
Bact_OTU_383822,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__
Bact_OTU_383876,Unassigned,,,,,,
Bact_OTU_38394,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__
Bact_OTU_383971,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__
Bact_OTU_383986,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
Bact_OTU_384,k__Bacteria, p__Chloroflexi, c__Gitt-GS-136, o__, f__, g__, s__
Bact_OTU_3840,k__Bacteria, p__Acidobacteria, c__Holophagae, o__Holophagales, f__Holophagaceae, g__Geothrix, s__
Bact_OTU_384034,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__
Bact_OTU_384036,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__envOPS12, f__, g__, s__
Bact_OTU_38405,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_3841,k__Bacteria, p__Chlorobi, c__OPB56, o__, f__, g__, s__
Bact_OTU_384101,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SC-I-84, f__, g__, s__
Bact_OTU_38415,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_38425,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_3843,k__Bacteria, p__WS3, c__PRR-12, o__Sediment-1, f__, g__, s__
Bact_OTU_38439,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__oc28, g__, s__
Bact_OTU_384461,k__Bacteria, p__Planctomycetes, c__C6, o__MVS-107, f__, g__, s__
Bact_OTU_38449,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__, s__
Bact_OTU_38450,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae,,
Bact_OTU_38458,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__AKIW781, f__, g__, s__
Bact_OTU_384593,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
Bact_OTU_384594,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Spirobacillales, f__, g__, s__
Bact_OTU_3846,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_384629,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__NB1-j, f__, g__, s__
Bact_OTU_384695,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
Bact_OTU_38478,k__Bacteria, p__Planctomycetes, c__028H05-P-BN-P5, o__, f__, g__, s__
Bact_OTU_384792,k__Bacteria, p__Gemmatimonadetes, c__Gemm-1, o__, f__, g__, s__
Bact_OTU_384971,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
Bact_OTU_385,k__Bacteria, p__Actinobacteria, c__MB-A2-108, o__0319-7L14, f__, g__, s__
Bact_OTU_38504,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
Bact_OTU_385148,Unassigned,,,,,,
Bact_OTU_38522,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
Bact_OTU_385249,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__, f__, g__, s__
Bact_OTU_385278,k__Bacteria, p__Chloroflexi, c__Ellin6529, o__, f__, g__, s__
Bact_OTU_385318,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
Bact_OTU_385322,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__, f__, g__, s__
Bact_OTU_38533,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__oc28, g__, s__
Bact_OTU_385333,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__
Bact_OTU_385392,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__[Roseiflexales], f__[Kouleothrixaceae],,
Bact_OTU_38548,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__
Bact_OTU_38558,k__Bacteria, p__WS3, c__PRR-12, o__Sediment-1, f__, g__, s__
Bact_OTU_38563,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__, f__, g__, s__
Bact_OTU_385698,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__envOPS12, f__, g__, s__
Bact_OTU_385717,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
Bact_OTU_38574,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
Bact_OTU_38575,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_385768,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
Bact_OTU_38590,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_385977,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_386000,k__Bacteria, p__Proteobacteria, c__TA18, o__PHOS-HD29, f__, g__, s__
Bact_OTU_386009,k__Bacteria, p__TM7, c__TM7-3, o__EW055, f__, g__, s__
Bact_OTU_386014,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__, g__, s__
Bact_OTU_386036,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__, s__
Bact_OTU_3861,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
Bact_OTU_386125,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
Bact_OTU_386199,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
Bact_OTU_38620,k__Bacteria, p__Acidobacteria, c__Acidobacteria-5, o__, f__, g__, s__
Bact_OTU_386204,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
Bact_OTU_386235,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__AKIW781, f__, g__, s__
Bact_OTU_38642,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__
Bact_OTU_386425,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__FAC87, f__, g__, s__
Bact_OTU_38643,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides, s__
Bact_OTU_38655,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
Bact_OTU_386578,Unassigned,,,,,,
Bact_OTU_38661,Unassigned,,,,,,
Bact_OTU_38662,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_386631,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
Bact_OTU_386637,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__OM27, g__, s__
Bact_OTU_386666,Unassigned,,,,,,
Bact_OTU_38667,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__OM27, g__, s__
Bact_OTU_386682,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
Bact_OTU_38674,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_386782,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
Bact_OTU_386788,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_38691,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__
Bact_OTU_387,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
Bact_OTU_3870,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__PK29, f__, g__, s__
Bact_OTU_38705,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
Bact_OTU_38707,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__
Bact_OTU_38709,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Nannocystaceae, g__Plesiocystis, s__
Bact_OTU_38710,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_38718,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
Bact_OTU_38719,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__
Bact_OTU_3872,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__rhizosphaerae
Bact_OTU_387268,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Caldicoprobacteraceae, g__Caldicoprobacter, s__
Bact_OTU_38730,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
Bact_OTU_38737,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__, f__, g__, s__
Bact_OTU_387398,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Legionellaceae,,
Bact_OTU_387407,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__, f__, g__, s__
Bact_OTU_38743,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
Bact_OTU_387441,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Beutenbergiaceae,,
Bact_OTU_38751,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
Bact_OTU_387522,k__Bacteria, p__Acidobacteria, c__RB25, o__, f__, g__, s__
Bact_OTU_387554,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Dactylosporangium, s__
Bact_OTU_387573,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__
Bact_OTU_3876,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__, s__
Bact_OTU_38762,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SC-I-84, f__, g__, s__
Bact_OTU_387625,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__Aquicella, s__
Bact_OTU_387632,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__DA101, s__
Bact_OTU_387682,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
Bact_OTU_387685,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__MIZ46, f__, g__, s__
Bact_OTU_38769,k__Bacteria, p__TM7, c__, o__, f__, g__, s__
Bact_OTU_3877,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_3878,k__Bacteria, p__Acidobacteria, c__, o__, f__, g__, s__
Bact_OTU_388,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae, g__, s__
Bact_OTU_388006,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__
Bact_OTU_38802,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__, s__
Bact_OTU_38806,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
Bact_OTU_38807,k__Bacteria, p__Actinobacteria, c__MB-A2-108, o__0319-7L14, f__, g__, s__
Bact_OTU_388151,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Ellin6067, f__, g__, s__
Bact_OTU_388197,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__AKIW781, f__, g__, s__
Bact_OTU_3883,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__
Bact_OTU_388318,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__CCU21, f__, g__, s__
Bact_OTU_388346,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__, s__
Bact_OTU_388373,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_388419,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,
Bact_OTU_388434,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__Opitutus, s__
Bact_OTU_388455,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales,,,
Bact_OTU_388499,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Pilimelia, s__
Bact_OTU_388520,k__Bacteria, p__Acidobacteria, c__BPC102, o__MVS-40, f__, g__, s__
Bact_OTU_38855,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_388565,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__SHA-31, g__, s__
Bact_OTU_388587,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__A31, f__S47, g__, s__
Bact_OTU_38860,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
Bact_OTU_38865,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__
Bact_OTU_388690,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Legionellaceae, g__Tatlockia,
Bact_OTU_388718,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
Bact_OTU_38875,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Alicyclobacillaceae, g__Alicyclobacillus, s__
Bact_OTU_388842,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae,,
Bact_OTU_388869,k__Bacteria, p__Chloroflexi, c__TK17, o__, f__, g__, s__
Bact_OTU_3889,Unassigned,,,,,,
Bact_OTU_388916,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__DA101, s__
Bact_OTU_388983,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
Bact_OTU_38900,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__
Bact_OTU_38908,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
Bact_OTU_3891,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_389100,k__Bacteria, p__Chloroflexi, c__TK10, o__B07_WMSP1, f__FFCH4570, g__, s__
Bact_OTU_389111,k__Bacteria, p__Actinobacteria, c__MB-A2-108, o__0319-7L14, f__, g__, s__
Bact_OTU_38914,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__, g__, s__
Bact_OTU_38915,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__
Bact_OTU_3892,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__AKIW874, g__, s__
Bact_OTU_38921,k__Bacteria, p__Elusimicrobia, c__Elusimicrobia, o__FAC88, f__, g__, s__
Bact_OTU_389285,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
Bact_OTU_3893,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Kaistobacter, s__
Bact_OTU_38930,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Polyangiaceae,,
Bact_OTU_389397,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
Bact_OTU_3894,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus, s__
Bact_OTU_38945,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
Bact_OTU_389487,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__Streptomyces, s__
Bact_OTU_389505,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
Bact_OTU_38953,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__
Bact_OTU_389608,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__EB1017, g__, s__
Bact_OTU_389618,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MND1, f__, g__, s__
Bact_OTU_389620,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacterineae, g__, s__
Bact_OTU_3897,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__, s__
Bact_OTU_38972,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__, s__
Bact_OTU_389774,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
Bact_OTU_389817,k__Bacteria, p__TM6, c__SJA-4, o__, f__, g__, s__
Bact_OTU_38997,k__Bacteria, p__Chloroflexi, c__Ellin6529, o__, f__, g__, s__
Bact_OTU_39,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__MIZ46, f__, g__, s__
Bact_OTU_390,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Polyangiaceae, g__, s__
Bact_OTU_390068,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
Bact_OTU_390138,Unassigned,,,,,,
Bact_OTU_3902,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SB-34, f__, g__, s__
Bact_OTU_390255,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__
Bact_OTU_390341,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_390362,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
Bact_OTU_390486,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_390504,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__
Bact_OTU_390516,k__Bacteria, p__Chloroflexi, c__, o__, f__, g__, s__
Bact_OTU_390526,k__Bacteria, p__TM7, c__SC3, o__, f__, g__, s__
Bact_OTU_390538,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__A31, f__S47, g__, s__
Bact_OTU_39054,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__Sphaerobacterales, f__, g__, s__
Bact_OTU_390582,k__Bacteria, p__Gemmatimonadetes, c__Gemm-1, o__, f__, g__, s__
Bact_OTU_390587,k__Bacteria, p__Chloroflexi, c__Gitt-GS-136, o__, f__, g__, s__
Bact_OTU_3906,k__Bacteria, p__Firmicutes, c__Clostridia, o__Halanaerobiales, f__, g__, s__
Bact_OTU_390616,Unassigned,,,,,,
Bact_OTU_390622,Unassigned,,,,,,
Bact_OTU_390626,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
Bact_OTU_390677,k__Bacteria, p__Actinobacteria, c__MB-A2-108, o__0319-7L14, f__, g__, s__
Bact_OTU_390684,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__
Bact_OTU_390691,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
Bact_OTU_390709,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__
Bact_OTU_39076,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_390763,k__Bacteria, p__Acidobacteria, c__Sva0725, o__Sva0725, f__, g__, s__
Bact_OTU_390767,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae, g__, s__
Bact_OTU_390778,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin515, g__, s__
Bact_OTU_390780,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
Bact_OTU_390793,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__
Bact_OTU_390816,k__Bacteria, p__Chloroflexi, c__Ktedonobacteria, o__Ktedonobacterales, f__Ktedonobacteraceae, g__FFCH10602, s__
Bact_OTU_390819,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin517, g__, s__
Bact_OTU_390843,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__
Bact_OTU_390858,k__Bacteria, p__Chloroflexi, c__Ktedonobacteria, o__Thermogemmatisporales, f__Thermogemmatisporaceae, g__, s__
Bact_OTU_390904,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
Bact_OTU_390911,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
Bact_OTU_390915,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__
Bact_OTU_390931,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Stramenopiles, f__, g__, s__
Bact_OTU_390968,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin515, g__, s__
Bact_OTU_391,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__11-24, f__, g__, s__
Bact_OTU_391015,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_391061,k__Bacteria, p__Bacteroidetes, c__, o__, f__, g__, s__
Bact_OTU_39107,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Chitinophaga, s__
Bact_OTU_3911,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__
Bact_OTU_39111,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
Bact_OTU_391114,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__
Bact_OTU_391116,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin515, g__, s__
Bact_OTU_391126,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__[Leptospirillaceae], g__, s__
Bact_OTU_391143,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
Bact_OTU_391163,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__
Bact_OTU_391169,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__
Bact_OTU_391174,k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__
Bact_OTU_391241,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__[Roseiflexales], f__[Kouleothrixaceae], g__, s__
Bact_OTU_391242,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
Bact_OTU_391281,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MND1, f__, g__, s__
Bact_OTU_391301,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
Bact_OTU_391331,k__Bacteria, p__TM7, c__TM7-3, o__, f__, g__, s__
