OTU_id,Domain,Phylum,Class,Order,Family,Genus,Species
Cerco_OTUc_10070,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_compacta
Cerco_OTUc_10071,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10072,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_10073,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10074,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10075,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10076,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_10077,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10078,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10079,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_1008,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10080,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10081,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10082,Protista,Cercozoa,Filosa_Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomonas,Thaumatomonas_seravini
Cerco_OTUc_10083,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10084,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_braziliensis
Cerco_OTUc_10085,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10086,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10087,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_10088,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Plasmodiophorida,Woronina,Woronina_pythii
Cerco_OTUc_10089,Protista,Cercozoa,Filosa_Imbricatea,Filosa_Imbricatea,Nudifilidae,Nudifila,Nudifila_producta
Cerco_OTUc_1009,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10090,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10091,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10092,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphidae,Euglypha,unclassified
Cerco_OTUc_10093,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10094,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10095,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_tenuis
Cerco_OTUc_10096,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10097,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinema,unclassified
Cerco_OTUc_10098,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10099,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_101,Protista,Cercozoa,Filosa_Imbricatea,Spongomonadida,Spongomonadidae,Spongomonas,Spongomonas_solitaria
Cerco_OTUc_1010,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Proleptomonadidae,Proleptomonas,unclassified
Cerco_OTUc_10100,Protista,Cercozoa,Novel_clade_10_12,Tremulida,Tremulidae,Tremula,unclassified
Cerco_OTUc_10101,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10102,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10103,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10104,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10105,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10106,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,unclassified
Cerco_OTUc_10107,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10108,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10109,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_1011,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10110,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10111,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae,Cercomonadidae_sp.
Cerco_OTUc_10112,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_astra
Cerco_OTUc_10113,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Nucleocercomonas,Nucleocercomonas_praelonga
Cerco_OTUc_10114,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10115,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_paralaciniaegerens
Cerco_OTUc_10117,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Polymyxa_lineage,unclassified,unclassified
Cerco_OTUc_10118,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10119,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_1012,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10120,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10121,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10122,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10123,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10124,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10125,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10126,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10127,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_saepenatans
Cerco_OTUc_10128,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10129,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,unclassified
Cerco_OTUc_1013,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinema,Trinema_lineare
Cerco_OTUc_10130,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Paulinellidae,Paulinella,unclassified
Cerco_OTUc_10131,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10132,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10133,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10134,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.
Cerco_OTUc_10136,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_10137,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10138,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10139,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_1014,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10140,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10141,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10142,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10143,Protista,Cercozoa,Filosa_Imbricatea,Thaumatomonadida,Thaumatomonadidae,unclassified,unclassified
Cerco_OTUc_10144,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_10145,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10146,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10147,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae,Cercomonadidae_sp.
Cerco_OTUc_10148,Protista,Cercozoa,Filosa_Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,unclassified
Cerco_OTUc_10149,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae,Cercomonadidae_sp.
Cerco_OTUc_1015,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10150,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10151,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,unclassified,unclassified
Cerco_OTUc_10152,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinema,unclassified
Cerco_OTUc_10153,Protista,Cercozoa,Filosa_Sarcomonadea,Pansomonadida,Agitatidae,Agitata,Agitata_tremulans
Cerco_OTUc_10154,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10155,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Sandona,unclassified
Cerco_OTUc_10156,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10157,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10158,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10159,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_1016,Protista,Cercozoa,Novel_clade_10_12,Tremulida,Tremulidae,Tremula,Tremula_longifila
Cerco_OTUc_10161,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Flectomonas,Flectomonas_ekelundi
Cerco_OTUc_10162,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10163,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_ramosa
Cerco_OTUc_10164,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10165,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10166,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10167,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10169,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_ramosa
Cerco_OTUc_1017,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10170,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10171,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10172,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_10173,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_ramosa
Cerco_OTUc_10174,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphida,Euglyphida,Euglyphida_sp.
Cerco_OTUc_10175,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.
Cerco_OTUc_10176,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10177,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10178,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10179,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_1018,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10180,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10181,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10182,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_ramosa
Cerco_OTUc_10183,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_10184,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_10185,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10186,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10187,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10188,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_1019,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10190,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10191,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10192,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10193,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Cerco_OTUc_10194,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,unclassified,unclassified
Cerco_OTUc_10195,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_10196,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Plasmodiophorida,Spongospora,Spongospora_nasturtii
Cerco_OTUc_10197,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10198,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10199,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_102,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida_sp.
Cerco_OTUc_1020,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10200,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10201,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10202,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10203,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10204,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10205,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10206,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,unclassified,unclassified
Cerco_OTUc_10207,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10208,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,Neoheteromita_sp.
Cerco_OTUc_10209,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.
Cerco_OTUc_1021,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10210,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10211,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10212,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10213,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10214,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10215,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10216,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10217,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10219,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_1022,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10220,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10221,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10223,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Metabolomonas,Metabolomonas_insania
Cerco_OTUc_10224,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10225,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10226,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10227,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10228,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10229,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_1023,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10230,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10231,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10232,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10233,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,Group_Te_sp.
Cerco_OTUc_10234,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10235,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10236,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10237,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10238,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Polymyxa_lineage,Polymyxa,Polymyxa_graminis
Cerco_OTUc_10239,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_1024,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10240,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10241,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10242,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_10243,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10244,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,Group_Te_sp.
Cerco_OTUc_10245,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10246,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10247,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10248,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10249,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_1025,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10250,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10251,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10252,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinema,unclassified
Cerco_OTUc_10253,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10254,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10255,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,unclassified
Cerco_OTUc_10256,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10257,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10259,Protista,Cercozoa,Filosa_Imbricatea,Filosa_Imbricatea,Filosa_Imbricatea,Filosa_Imbricatea,Filosa_Imbricatea_sp.
Cerco_OTUc_1026,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Sandona,unclassified
Cerco_OTUc_10260,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_10261,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10262,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,unclassified
Cerco_OTUc_10263,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_10264,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10265,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Plasmodiophorida,Plasmodiophorida,Plasmodiophorida_sp.
Cerco_OTUc_10266,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10267,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10268,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_10269,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_1027,Protista,Cercozoa,Filosa_Imbricatea,Spongomonadida,Spongomonadidae,Spongomonas,unclassified
Cerco_OTUc_10270,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_10271,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphidae,Trachelocorythion,Trachelocorythion_pulchellum
Cerco_OTUc_10272,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10273,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinematidae,Trinematidae_sp.
Cerco_OTUc_10274,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10275,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_10276,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_10277,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10278,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_10279,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,unclassified
Cerco_OTUc_1028,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
